0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Label
-291.1012,95.36503,-13.482859,10.591426,-9.216419,3.01534,-14.094071,-4.696053,-10.027042,2.7549415,-4.197023,-2.1198442,-4.857004,-0.9374347,-7.1748366,0.14846179,-4.17628,-1.9402792,-3.185018,-0.68617123,-3.846838,-2.661505,-0.4182586,-3.6829848,-3.8803623,-1.7736022,-3.4891548,-3.9439597,-2.2344062,-3.5880268,-2.4646168,-2.5427456,-1.4739672,-2.1971288,-1.5240527,-2.3979034,-0.9824046,-1.8510793,-1.3838996,-0.84570086,FAKE
-270.35007,81.87615,-22.436419,7.8901153,-16.670437,-2.882222,-17.410872,-1.8616941,-17.84206,-0.04098869,-8.9392395,-6.0056615,-8.024165,-2.5303264,-4.9469976,-0.7260748,-8.532088,-0.75892866,-5.3778787,-4.0225315,-5.905779,-2.315661,-5.6613793,-4.0573606,-4.597922,-4.9783936,-5.2348013,-3.9520874,-4.3047013,-4.2095265,-1.3944399,-2.1780274,-2.2517774,-1.7610095,-0.6464909,-2.268607,-0.9942771,-0.5394842,-0.7970346,-1.2885724,FAKE
-306.20093,61.473804,-23.517721,16.179432,-25.90022,-6.3656983,-21.470219,-0.6641665,-17.302485,2.2856266,-12.767254,0.7063753,-12.844238,-2.5593076,-10.601727,-7.1471243,-12.176676,-1.7137415,-11.772963,-2.4327452,-7.6080575,-0.8235743,-8.623972,-0.10259403,-5.977374,-3.3418927,-3.0458908,-3.4759374,-2.6608508,-3.0053678,-2.9438546,-1.6990088,-1.9104941,-1.1434827,-1.6693563,-1.3397049,-0.2087747,-1.7211518,0.09165298,-0.67087585,FAKE
-275.00848,117.23315,-52.507126,-7.438482,-16.040346,-3.4578817,-18.029593,-6.40599,-14.490019,0.026261633,-9.320571,-1.0306691,-8.627766,-4.784946,-11.8423605,-0.4257686,-14.13331,-5.602208,-11.364408,-8.31658,-11.876719,-4.7951894,-5.2178574,-0.5869098,-0.42253003,1.611694,-0.73074466,-2.0839288,-1.312601,-1.1377022,-1.3369495,-2.45998,-0.6305413,-2.2200155,-2.0765352,-2.3829648,-1.9666779,-3.6342504,-2.8659186,-2.7053134,REAL
-256.93,115.666626,-4.39025,26.249256,6.789149,4.4882274,-6.555023,5.054517,-6.117625,11.637358,-7.121092,3.4191422,-1.9084337,5.28641,-0.47492197,3.5119033,-1.5963972,3.4027529,-1.4902921,-0.21204418,-1.323904,0.7630995,-1.4519614,0.27330446,-3.975613,-1.7728086,-1.9351021,-0.9633768,-1.7302312,-2.2401295,-1.2675037,-1.3628483,-0.50171345,-1.2061048,-1.1796658,-1.2938914,-0.687881,-1.4826161,-0.99916005,-1.9657648,REAL
-278.74802,93.562225,-29.730576,21.363153,-15.5198345,-11.692097,-25.537153,-2.3649218,-15.8784685,5.6795774,-18.373573,1.5220673,-16.668892,-4.369212,-9.452645,-10.782215,-11.318143,-0.5645763,-15.005505,-3.5096374,-7.7907076,-5.637552,-5.627288,-2.6030798,-5.997343,-0.44821444,-5.1272964,-0.08711467,-1.739065,1.5089996,1.447333,2.589534,1.8055477,2.4816866,0.19412927,2.343496,2.2703333,1.2128745,1.7568517,0.028971896,REAL
-248.25002,168.32622,-16.75881,21.82504,12.964885,-8.925458,-9.285087,-23.104162,-13.211295,-6.284047,-2.4571505,1.5384597,0.17330611,-1.033501,-3.2163098,4.094861,0.77708095,-6.1186233,1.1842715,-1.4647654,-6.3839498,-3.3213553,-2.5326796,-4.103737,-3.834497,-1.361116,-2.2241182,-1.9527295,-1.6053306,-1.9019405,1.2876203,-0.4033121,-0.8815396,1.4403161,-0.2845226,0.22695835,0.32958275,-0.2945002,-0.10275255,-1.2355361,REAL
-435.9615,109.96818,-36.4604,3.61992,-22.01407,2.735155,-12.598229,-1.8864783,-8.125822,4.0391603,-1.4899741,3.1991463,-1.9079664,3.4195917,-7.934445,-0.10991756,-4.836817,-3.205727,-5.064748,-2.155181,-8.118523,-5.299046,-4.3987675,-3.8174703,-3.3845873,-0.1668125,1.3064836,0.011706439,3.2507207,2.452116,3.6547697,2.7226791,2.7814872,1.8052151,2.5691485,1.1288124,1.6576818,-0.03651849,1.1040515,-0.24696356,REAL
-353.45502,102.8698,-17.037445,13.006072,-10.064619,3.2328691,-26.68716,-9.108101,-20.111439,-6.8762355,-12.31488,0.8750715,-13.600863,-1.5685295,-8.410611,-2.54722,-14.074838,-3.9265895,-7.967923,-4.081066,-9.193356,-2.3780522,-6.3068366,-4.4954042,-1.8066347,-2.7627358,-1.1055341,-1.7725009,-1.7480464,-1.4350936,-2.3390822,-1.9553182,-1.2213143,-2.0059109,-3.3526902,-3.700483,-3.2959974,-2.4019973,-1.1740054,-2.3487992,REAL
-343.5013,48.16308,-7.313133,21.132427,-21.9379,-2.6374762,-24.217213,-2.6848443,-17.984877,-2.3019783,-15.533666,-1.8843385,-15.241531,-5.4752173,-14.606891,-7.6456256,-14.7645235,-3.108254,-12.772197,-5.6476192,-9.116302,-4.8370304,-9.017178,-2.6300826,-7.297303,-3.0986428,-5.5270653,-2.788224,-4.2115755,-2.8545284,-4.1474037,-2.3280337,-1.6058638,-1.2716707,-1.235603,-1.1733218,0.40701365,0.05289672,1.7974412,1.6175798,REAL
-285.7228,86.29614,-29.728287,4.740103,-16.823217,-0.07732031,-28.198235,-2.9336646,-17.615633,-5.7510486,-9.810581,-1.0554022,-13.511866,0.18493131,-9.540458,0.46295,-10.713219,-1.0958155,-6.3895397,-1.3003198,-6.128292,-0.17428023,-5.2449207,-1.5842047,-4.9436445,-2.4706159,-4.2481422,-3.4119685,-2.7814317,-3.5232122,-0.8846746,-2.2628398,-1.0969875,-0.94636863,-1.386535,-0.9534054,-0.14929551,-1.7607193,0.6681233,-1.6004121,REAL
